"","marks.unit","marks.id","marks.suffix","marks.prism","marks.z.x","marks.type.x","marks.geo.x","marks.spit","marks.exc","marks.plunge","marks.bearing","marks.length.x","marks.max_width","marks.thickness","marks.collected.x","marks.comment","marks.date.x","marks.time","marks.year","marks.date.y","marks.z.y","marks.type.y","marks.geo.y","marks.collected.y","marks.integrity","marks.articulation","marks.nsp.bone","marks.nsp.tooth","marks.nsp.total","marks.skeletal.element","marks.skeletal.part","marks.bone.portion","marks.voorhies.group","marks.BM.category","marks.bone.shape..cube.tube.flat.","marks.bone.structure..dense.trabecular.","marks.description","marks.class","marks.order","marks.family","marks.genus","marks.species","marks.taxon","marks.stratified.surface","marks.length.y","marks.carnivore_gnawing","marks.refit","marks.remarks","marks.reference_id.if_from_plaster_jacket.","marks.totalstation_comment","mx","my"
"71","C17","46","0",0.1,-4.293,"Bone","4",NA,"DK",0,28,110,NA,NA,"yes","metapodial, carnivore",2016-06-01,"3:00:57 PM","2016","6/1/2016",-4.293,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II",NA,NA,NA,"metapode","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"metapodial, carnivore",-17.382,2.434
"72","C17","47","0",0.15,-4.313,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","first phalanx, artio",2016-06-01,"3:08:47 PM","2016","6/1/2016",-4.313,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"first phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"first phalanx, artio",-17.475,2.504
"73","C17","48","0",0.5,-4.28,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","long bone fragment, hyppo",2016-06-02,"9:39:30 AM","2016","6/2/2016",-4.28,"Bone","4","yes","fragment","isolated","1",NA,"1","?metapode",NA,"fragment",NA,NA,NA,NA,"?lateral metapode","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment, hyppo",-17.022,2.34
"74","C17","49","0",0.05,-4.291,"Bone","4",NA,"Prof.GK",2,5,100,20,NA,"no","not collected, frag",2016-06-02,"9:40:58 AM","2016","6/2/2016",-4.291,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"not collected, frag",-17.262,2.353
"75","C17","50","0",0,-4.275,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","sesamoid?",2016-06-02,"9:42:29 AM","2016","6/2/2016",-4.275,"Bone","4","yes","complete","isolated","1",NA,"1","sesamoid","appendicular",NA,"I/II","BM4",NA,NA,"sesamoid","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"sesamoid?",-17.231,2.44
"76","C17","51","0",0,-4.285,"Bone","4",NA,"Prof.GK",20,182,280,20,NA,"no","not collected, rib frag",2016-06-02,"10:11:31 AM","2016","6/2/2016",-4.285,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",280,NA,NA,NA,NA,"not collected, rib frag",-17.16,2.439
"79","C17","53","0",0,-4.244,"Bone","4",NA,"Prof.GK",26,180,230,50,NA,"yes","metapodial, equus",2016-06-02,"10:17:09 AM","2016","6/2/2016",-4.244,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodial, equus",-17.123,2.484
"80","C18","2","0",0.1,-3.985,"Bone","4","1","DK",NA,NA,NA,NA,NA,"yes","third phalanx, equus",2015-06-23,"12:43:49 PM","2015","6/23/2015",-3.985,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II","BM4",NA,NA,"third phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"third phalanx, equus",-18.208,2.998
"81","C18","3","0",0.0099999998,-4.06,"Bone","4","1","Prof.GK",8,112,130,NA,NA,"no","not collected, long bone fragment",2015-06-29,"10:13:51 AM","2015","6/29/2015",-4.06,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone fragment",-18.528,2.507
"82","C18","4","0",0.2,-4.221,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","bird bone",2016-05-30,"2:25:21 PM","2016","5/30/2016",-4.221,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,"Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone",-18.066,2.627
"83","C18","5","0",0,-4.085,"Bone","4",NA,"GK",NA,NA,70,65,NA,"yes","carpal",2016-05-31,"10:48:49 AM","2016","5/31/2016",-4.085,"Bone","4","yes","complete","isolated","1",NA,"1","rotule","appendicular",NA,"I/II",NA,NA,NA,"rotule","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"carpal",-18.685,2.93
"84","C18","6","0",0.02,-3.985,"Bone","4",NA,"GK",12,150,460,190,NA,"yes","scapula #1",2016-05-31,"1:47:05 PM","2016","5/31/2016",-3.985,"Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #1",-18.561,2.756
"85","C18","7","0",0.0199999996,-4.054,"Bone","4",NA,"GK",12,60,540,230,NA,"yes","scapula #2",2016-05-31,"1:50:18 PM","2016","5/31/2016",-4.054,"Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #2",-18.163,2.781
"86","C18","8","0",0.1,-4.034,"Bone","4",NA,"GK",0,183,460,NA,NA,"yes","scapula #3",2016-05-31,"1:52:05 PM","2016","5/31/2016",-4.034,"Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #3",-18.437,2.877
"94","C18","12","0",0.05,-4.049,"Bone","4",NA,"GK",0,120,NA,NA,NA,"yes","humerus",2016-05-31,"2:12:30 PM","2016","5/31/2016",-4.049,"Bone","4","yes","complete","isolated","1",NA,"1","humerus","appendicular",NA,"II","BM4",NA,NA,"humerus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"humerus",-18.218,2.671
"106","C20","2","0",0.04,-3.878,"Bone","4","1","Prof.GK",10,130,110,NA,NA,"no","not collected, long bone fragment",2015-06-24,"10:08:12 AM","2015","6/24/2015",-3.878,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, long bone fragment",-20.295,2.794
"107","C20","4","0",0.0099999998,-4.184,"Bone","4","1","Prof.GK",10,170,130,NA,NA,"no","not collected, long bone fragment",2015-06-25,"2:51:33 PM","2015","6/25/2015",-4.184,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone fragment",-20.338,2.391
"108","C20","5","0",0.0099999998,-3.931,"Bone","4","3","NT",8,300,210,NA,NA,"no","not collected, long bone fragment",2015-06-29,"3:03:56 PM","2015","6/29/2015",-3.931,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",210,NA,NA,NA,NA,"not collected, long bone fragment",-20.399,2.653
"109","C20","6","0",0,-4.124,"Bone","4",NA,"NT",NA,NA,80,40,NA,"yes","calcaneus, artiodactile",2016-06-06,"9:32:26 AM","2016","6/6/2016",-4.124,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"calcaneus","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"calcaneus, artiodactile",-20.347,2.797
"110","C21","3","0",0.03,-3.933,"Bone","4","3","Prof.GK",30,252,NA,NA,NA,"yes","metacarpale, equus",2015-06-24,"1:55:34 PM","2015","6/24/2015",-3.933,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metacarpale, equus",-21.059,2.683
"127","D14","4","0",0.18,-3.573,"Tooth","4","1","EM",NA,NA,NA,NA,NA,"yes","molar",2015-06-25,"10:42:36 AM","2015","6/25/2015",-3.573,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper (?juvenile) premolar","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"molar",-14.11,3.133
"128","D14","5","0",0.14,-3.424,"Bone","4","1","EM",2,240,NA,NA,NA,"yes","long bone fragment",2015-06-25,"11:23:24 AM","2015","6/25/2015",-3.424,"Bone","4","yes","fragment","isolated","1",NA,"1","?radius",NA,"proximal",NA,NA,NA,NA,"?radius, proximal frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment",-14.002,3.663
"129","D14","6","0",0.1400000006,-3.455,"Bone","4","1","EM",NA,NA,80,NA,NA,"no","not collected, fragment",2015-06-25,"11:24:32 AM","2015","6/25/2015",-3.455,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",80,NA,NA,NA,NA,"not collected, fragment",-14.134,3.356
"130","D14","7","0",0.23,-3.537,"Tooth","4","1","EM",NA,NA,NA,NA,NA,"yes","molar, carnivore",2015-06-25,"12:13:24 PM","2015","6/25/2015",-3.537,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"M2 dex","Mammalia","Carnivora","Canidae","Canis",NA,"Canis","stratified",NA,NA,NA,NA,NA,"molar, carnivore",-14.032,3.683
"131","D14","8","0",0.14,-3.411,"Bone","4","1","EM",16,180,NA,NA,NA,"yes","long bone fragment",2015-06-25,"12:58:24 PM","2015","6/25/2015",-3.411,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment",-14.229,3.719
"132","D14","9","0",0.3,-3.609,"Tooth","4","1","EM",NA,NA,NA,NA,NA,"yes","upper molar, equus",2015-06-25,"2:24:22 PM","2015","6/25/2015",-3.609,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"upper premolar/molar frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"upper molar, equus",-14.054,3.588
"133","D14","11","0",0,-3.681,"Tooth","4",NA,"DK",NA,NA,NA,NA,NA,"yes","tooth frag",2016-05-30,"12:31:18 PM","2016","5/30/2016",-3.681,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"tooth frag",-14.055,3.28
"134","D14","12","0",0.2,-3.53,"Bone","4",NA,"GK",NA,NA,110,40,NA,"no","not collected, frag",2016-06-10,"12:44:13 PM","2016","6/10/2016",-3.53,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, frag",-14.415,3.938
"135","D14","13","0",0.25,-4.307,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","bird bone",2016-06-10,"1:03:34 PM","2016","6/10/2016",-4.307,"Bone","4","yes","fragment","isolated","1",NA,"1","tibiotarsus",NA,"distal",NA,NA,NA,NA,"tibiotarsal distal frag.","Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone",-14.01,3.203
"137","D14","15","0",0.25,-4.316,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","carpal,",2016-06-10,"1:08:00 PM","2016","6/10/2016",-4.316,"Bone","4","yes","complete","isolated","1",NA,"1","sesamoid","appendicular",NA,"I/II","BM4",NA,NA,"sesamoid","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"carpal,",-14.076,3.201
"138","D14","16","0",0.3,-4.377,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","third phalanx, equus",2016-06-10,"1:30:58 PM","2016","6/10/2016",-4.377,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II","BM4",NA,NA,"third phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"third phalanx, equus",-14.006,3.112
"140","D15","3","0",0.01,-3.449,"Bone","4","1","VT",20,280,100,NA,NA,"no",NA,2015-06-16,"3:22:58 PM","2015","6/16/2015",-3.449,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,NA,-15.594,3.81
"141","D15","4","0",0.15,-3.528,"Bone","4","1","VT",80,90,85,NA,NA,"no",NA,2015-06-17,"12:09:09 PM","2015","6/17/2015",-3.528,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",85,NA,NA,NA,NA,NA,-15.473,3.942
"142","D15","7","0",0.05,-3.574,"Tooth","4","2","VT",NA,NA,NA,NA,NA,"yes","fragment",2015-06-19,"10:12:51 AM","2015","6/19/2015",-3.574,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"fragment",-15.122,3.545
"143","D15","8","0",0.05,-3.581,"Bone","4","2","VT",6,34,NA,NA,NA,"yes","long bone fragment, measured at imprint, lowest point",2015-06-19,"11:22:40 AM","2015","6/19/2015",-3.581,"Bone","4","yes","fragment","isolated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia, distal frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"long bone fragment, measured at imprint, lowest point",-15.78,3.152
"144","D15","9","0",0.05,-3.517,"Bone","4","2","VT",30,188,95,NA,NA,"no","not collected",2015-06-19,"11:45:40 AM","2015","6/19/2015",-3.517,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",95,NA,NA,NA,NA,"not collected",-15.864,3.668
"145","D15","10","0",0.02,-3.615,"Tooth","4","2","VT",NA,NA,NA,NA,NA,"yes",NA,2015-06-22,"10:16:11 AM","2015","6/22/2015",-3.615,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"premolar/molar frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,NA,-15.456,3.501
"146","D15","11","0",0.12,-3.584,"Tooth","4","2","VT",NA,NA,NA,NA,NA,"yes",NA,2015-06-22,"11:42:20 AM","2015","6/22/2015",-3.584,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"incisor","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,NA,-15.329,3.845
"147","D15","14","0",0.14,-3.643,"Bone","4","3","VT",30,220,110,NA,NA,"no","not collected, long bone fragment",2015-06-23,"11:56:42 AM","2015","6/23/2015",-3.643,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, long bone fragment",-15.485,3.805
"148","D15","15","0",0.02,-3.642,"Tooth","4","3","VT",NA,NA,NA,NA,NA,"yes","fragment",2015-06-23,"12:12:09 PM","2015","6/23/2015",-3.642,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"fragment",-15.584,3.512
"149","D15","16","0",0.09,-3.661,"Bone","4","3","VT",30,132,130,NA,NA,"no","not collected, long bone fragment",2015-06-23,"12:32:16 PM","2015","6/23/2015",-3.661,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone fragment",-15.691,3.754
"150","D15","17","0",0.14,-3.679,"Bone","4","3","VT",0,124,190,NA,NA,"yes","long bone fragment",2015-06-23,"1:49:38 PM","2015","6/23/2015",-3.679,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment",-15.346,3.744
"152","D15","20","0",0.03,-3.739,"Bone","4","3","VT",NA,NA,65,NA,NA,"no","not collected, fragment",2015-06-25,"9:55:10 AM","2015","6/25/2015",-3.739,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",65,NA,NA,NA,NA,"not collected, fragment",-15.344,3.575
"153","D15","22","0",0.4,-3.761,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","trampled bone frag?",2016-06-01,"11:40:19 AM","2016","6/1/2016",-3.761,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag. (?trampled)","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"trampled bone frag?",-15.567,3.742
"154","D16","3","0",0.03,-3.48,"Tooth","4","1","MI",NA,NA,NA,NA,NA,"yes","equus",2015-06-16,"2:58:21 PM","2015","6/16/2015",-3.48,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"p2","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"equus",-16.746,3.603
"155","D16","4","0",0.04,-3.511,"Tooth","4","1","MI",NA,NA,NA,NA,NA,"yes",NA,2015-06-17,"12:07:09 PM","2015","6/17/2015",-3.511,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"incisor","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA,-16.719,3.283
"156","D16","5","0",0.01,-3.526,"Bone","4","1","MI",0,60,NA,NA,NA,"no","not collected",2015-06-19,"10:22:19 AM","2015","6/19/2015",-3.526,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected",-16.958,3.581
"157","D16","6","0",0.0099999998,-3.498,"Bone","4","1","MI",8,200,NA,NA,NA,"no","not collected",2015-06-19,"10:23:35 AM","2015","6/19/2015",-3.498,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected",-16.36,3.158
"158","D16","7","0",0.0099999998,-3.56,"Bone","4","1","MI",10,234,170,NA,NA,"no","not collected",2015-06-19,"12:19:56 PM","2015","6/19/2015",-3.56,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",170,NA,NA,NA,NA,"not collected",-16.972,3.589
"159","D16","10","0",0.07,-3.575,"Bone","4","2","MI",8,162,170,NA,NA,"no","not collected, long bone fragment",2015-06-22,"11:14:15 AM","2015","6/22/2015",-3.575,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",170,NA,NA,NA,NA,"not collected, long bone fragment",-16.906,3.885
"160","D16","11","0",0.0099999998,-3.594,"Bone","4","2","MI",NA,NA,NA,NA,NA,"yes","fragment",2015-06-24,"10:27:57 AM","2015","6/24/2015",-3.594,"Bone","4","yes","fragment","isolated","1",NA,"1","vertebra","axial","fragment",NA,NA,NA,NA,"vertebra frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"fragment",-16.218,3.628
"161","D16","14","0",0.14,-3.69,"Tooth","4","3","MI",NA,NA,NA,NA,NA,"yes","third molar, carnivore",2015-06-24,"11:38:05 AM","2015","6/24/2015",-3.69,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"P4 sin","Mammalia","Carnivora","Canidae","Canis",NA,"Canis","stratified",NA,NA,NA,NA,NA,"third molar, carnivore",-16.253,3.793
"162","D16","16","0",0.1,-3.68,"Bone","4","3","MI",10,108,NA,NA,NA,"yes","long bone fragment",2015-06-24,"2:06:22 PM","2015","6/24/2015",-3.68,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment",-16.436,3.788
"163","D16","17","0",0.01,-3.657,"Bone","4","3","MI",NA,NA,NA,NA,NA,"yes",NA,2015-06-24,"2:07:36 PM","2015","6/24/2015",-3.657,"Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA,-16.248,3.438
"164","D16","18","0",0.15,-3.723,"Bone","4","3","MI",NA,NA,NA,NA,NA,"yes","several bones in block",2015-06-24,"2:08:20 PM","2015","6/24/2015",-3.723,"Bone","4","yes","complete","isolated","?",NA,"?",NA,NA,NA,NA,NA,NA,NA,"several bone in block","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"several bones in block",-16.194,3.767
"165","D16","19","0",0.04,-3.664,"Tooth","4","3","MI",NA,NA,NA,NA,NA,"yes","rhino",2015-06-24,"2:59:24 PM","2015","6/24/2015",-3.664,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frag.","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,NA,NA,NA,NA,"rhino",-16.959,3.717
"166","D16","20","0",0.02,-3.658,"Tooth","4","3","MI",NA,NA,NA,NA,NA,"yes","fragment",2015-06-25,"10:22:27 AM","2015","6/25/2015",-3.658,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"tooth frags.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"fragment",-16.279,3.161
"167","D16","21","0",0.1199999973,-3.829,"Tooth","4","3","VT",NA,NA,NA,NA,NA,"yes","carnivore",2015-06-25,"1:12:02 PM","2015","6/25/2015",-3.829,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"canine or third incisor","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"carnivore",-16.01,3.197
"168","D16","22","0",0.21,-3.75,"Bone","4","3","MI",4,40,NA,NA,NA,"yes","tibia",2015-06-25,"2:26:00 PM","2015","6/25/2015",-3.75,"Bone","4","yes","complete","isolated","1",NA,"1","?tibia",NA,NA,"II",NA,NA,NA,"?tibia","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"tibia",-16.406,3.806
"169","D16","23","0",0.08,-3.722,"Bone","4","3","VS",4,130,110,NA,NA,"no","long bone fragment",2015-06-26,"10:26:07 AM","2015","6/26/2015",-3.722,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,NA,-16.513,3.365
"172","D16","27","0",0.14,-3.79,"Bone","4","3","VT",0,32,260,NA,NA,"yes","long bone fragment",2015-06-26,"3:00:03 PM","2015","6/26/2015",-3.79,"Bone","4","yes","fragment","isolated","1",NA,"1","?femur",NA,"fragment",NA,NA,NA,NA,"?femur","Mammalia","Perissodactyla","Rhinocerotidae","Stephanorhinus","sp.","Stephanorhinus sp.","stratified",NA,"yes",NA,NA,NA,"long bone fragment",-16.473,3.18
"179","D16","35","0",0.150000006,-3.696,"Bone","4",NA,"Prof.GK",6,208,120,50,NA,"no","not collected, frag",2016-05-30,"12:40:04 PM","2016","5/30/2016",-3.696,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",120,NA,NA,NA,NA,"not collected, frag",-16.986,3.987
"180","D16","36","0",0.3,-3.737,"Bone","4",NA,"Prof.GK",18,4,NA,NA,NA,"no","metapodial frag",2016-05-31,"11:16:33 AM","2016","5/31/2016",-3.737,"Bone","4","no","fragment","isolated","1",NA,"1","metapode","appendicular","fragment",NA,NA,NA,NA,"metapode frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA,-16.314,3.953
