"","unit","id","suffix","prism","x","y","z.x","type.x","geo.x","spit","exc","plunge","bearing","length.x","max_width","thickness","collected.x","comment","date.x","time","year","date.y","z.y","type.y","geo.y","collected.y","integrity","articulation","nsp.bone","nsp.tooth","nsp.total","skeletal.element","skeletal.part","bone.portion","voorhies.group","BM.category","bone.shape..cube.tube.flat.","bone.structure..dense.trabecular.","description","class","order","family","genus","species","taxon","stratified.surface","length.y","carnivore_gnawing","refit","remarks","reference_id.if_from_plaster_jacket.","totalstation_comment"
"68","C17","43","0",0.35,2.161,17.689,-4.577,"Bone/Tooth","4",NA,"Prof.GK",31,154,NA,NA,NA,"yes","mandible, equus",2016-06-01,"1:08:43 PM","2016","6/1/2016",-4.577,"Bone/Tooth","4","yes","fragment","articulated","1","4","5","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. dex","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"mandible, equus"
"69","C17","44","0",0.15,2.556,17.697,-4.227,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","first phalanx, carivore",2016-06-01,"2:49:44 PM","2016","6/1/2016",-4.227,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"first phalanx","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"first phalanx, carivore"
"70","C17","45","0",0.05,2.534,17.464,-4.223,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","distal tibia, artiodactile",2016-06-01,"2:56:19 PM","2016","6/1/2016",-4.223,"Bone","4","yes","fragment","isolated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia, distal frag.","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"distal tibia, artiodactile"
"71","C17","46","0",0.1,2.434,17.382,-4.293,"Bone","4",NA,"DK",0,28,110,NA,NA,"yes","metapodial, carnivore",2016-06-01,"3:00:57 PM","2016","6/1/2016",-4.293,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II",NA,NA,NA,"metapode","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"metapodial, carnivore"
"72","C17","47","0",0.15,2.504,17.475,-4.313,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","first phalanx, artio",2016-06-01,"3:08:47 PM","2016","6/1/2016",-4.313,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II",NA,NA,NA,"first phalanx","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"first phalanx, artio"
"73","C17","48","0",0.5,2.34,17.022,-4.28,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","long bone fragment, hyppo",2016-06-02,"9:39:30 AM","2016","6/2/2016",-4.28,"Bone","4","yes","fragment","isolated","1",NA,"1","?metapode",NA,"fragment",NA,NA,NA,NA,"?lateral metapode","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment, hyppo"
"74","C17","49","0",0.05,2.353,17.262,-4.291,"Bone","4",NA,"Prof.GK",2,5,100,20,NA,"no","not collected, frag",2016-06-02,"9:40:58 AM","2016","6/2/2016",-4.291,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"not collected, frag"
"75","C17","50","0",0,2.44,17.231,-4.275,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","sesamoid?",2016-06-02,"9:42:29 AM","2016","6/2/2016",-4.275,"Bone","4","yes","complete","isolated","1",NA,"1","sesamoid","appendicular",NA,"I/II","BM4",NA,NA,"sesamoid","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"sesamoid?"
"76","C17","51","0",0,2.439,17.16,-4.285,"Bone","4",NA,"Prof.GK",20,182,280,20,NA,"no","not collected, rib frag",2016-06-02,"10:11:31 AM","2016","6/2/2016",-4.285,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",280,NA,NA,NA,NA,"not collected, rib frag"
"77","C17","52","0",0,2.347,17.097,-4.266,"Bone","4",NA,"Prof.GK",0,42,180,40,NA,"yes","articulated metapodial, artiodactile",2016-06-02,"10:12:31 AM","2016","6/2/2016",-4.266,"Bone","4","yes","fragment","articulated","1",NA,"1","metapode",NA,"proximal",NA,NA,NA,NA,"metatarsal sin, proximal frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"articulated metapodial, artiodactile"
"78","C17","52","1",0,2.455,17.046,-4.237,"Bone","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","articulated tarsal, artiodactile",2016-06-02,"10:16:20 AM","2016","6/2/2016",-4.237,"Bone","4","yes","complete","articulated","2",NA,"2","tarsal","appendicular",NA,NA,NA,NA,NA,"cuboscaphoid and tarsal sin","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"articulated tarsal, artiodactile"
"79","C17","53","0",0,2.484,17.123,-4.244,"Bone","4",NA,"Prof.GK",26,180,230,50,NA,"yes","metapodial, equus",2016-06-02,"10:17:09 AM","2016","6/2/2016",-4.244,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodial, equus"
"80","C18","2","0",0.1,2.998,18.208,-3.985,"Bone","4","1","DK",NA,NA,NA,NA,NA,"yes","third phalanx, equus",2015-06-23,"12:43:49 PM","2015","6/23/2015",-3.985,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II","BM4",NA,NA,"third phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"third phalanx, equus"
"81","C18","3","0",0.0099999998,2.507,18.528,-4.06,"Bone","4","1","Prof.GK",8,112,130,NA,NA,"no","not collected, long bone fragment",2015-06-29,"10:13:51 AM","2015","6/29/2015",-4.06,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone fragment"
"82","C18","4","0",0.2,2.627,18.066,-4.221,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","bird bone",2016-05-30,"2:25:21 PM","2016","5/30/2016",-4.221,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,"Aves",NA,NA,NA,NA,"Aves","stratified",NA,NA,NA,NA,NA,"bird bone"
"83","C18","5","0",0,2.93,18.685,-4.085,"Bone","4",NA,"GK",NA,NA,70,65,NA,"yes","carpal",2016-05-31,"10:48:49 AM","2016","5/31/2016",-4.085,"Bone","4","yes","complete","isolated","1",NA,"1","rotule","appendicular",NA,"I/II",NA,NA,NA,"rotule","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"carpal"
"84","C18","6","0",0.02,2.756,18.561,-3.985,"Bone","4",NA,"GK",12,150,460,190,NA,"yes","scapula #1",2016-05-31,"1:47:05 PM","2016","5/31/2016",-3.985,"Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #1"
"85","C18","7","0",0.0199999996,2.781,18.163,-4.054,"Bone","4",NA,"GK",12,60,540,230,NA,"yes","scapula #2",2016-05-31,"1:50:18 PM","2016","5/31/2016",-4.054,"Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #2"
"86","C18","8","0",0.1,2.877,18.437,-4.034,"Bone","4",NA,"GK",0,183,460,NA,NA,"yes","scapula #3",2016-05-31,"1:52:05 PM","2016","5/31/2016",-4.034,"Bone","4","yes","complete","isolated","1",NA,"1","scapula","appendicular",NA,"I/II",NA,NA,NA,"scapula","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"scapula #3"
"87","C18","9","0",0,2.788,18.678,-4.105,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","in the plaster",2016-05-31,"1:56:43 PM","2016","5/31/2016",-4.105,"Bone","4","yes","complete","articulated","3",NA,"3","tarsal, metapode","appendicular",NA,NA,NA,NA,NA,"a. metatarsal, b. cuboscaphoid, c. tarsal dex","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"in the plaster"
"88","C18","10","0",0.0500000007,2.916,18.355,-4.049,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","metapodal + phalangs artio",2016-05-31,"2:04:57 PM","2016","5/31/2016",-4.049,"Bone","4","yes","complete","articulated","7",NA,"7","metapode, phalanx","appendicular",NA,NA,NA,NA,NA,"metatarsal, 1st, 2nd and 3rd phalanges (x2) dex (articulates with C18-13)","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"metapodal + phalangs artio"
"89","C18","11","0",0,2.906,18.202,-4.079,"Bone","4",NA,"GK",0,50,NA,NA,NA,"yes","tibia",2016-05-31,"2:08:56 PM","2016","5/31/2016",-4.079,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,"distal",NA,NA,NA,NA,"tibia dex, distal frag.","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"tibia"
"90","C18","11","1",0,3.003,18.134,-4.068,"Bone","4",NA,"GK",0,50,NA,NA,NA,"yes","articulated ?",2016-05-31,"2:10:28 PM","2016","5/31/2016",-4.068,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus dex","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"articulated ?"
"91","C18","11","2",0,3.017,18.083,-4.087,"Bone","4",NA,"GK",0,50,NA,NA,NA,"yes","articulated ?",2016-05-31,"2:10:50 PM","2016","5/31/2016",-4.087,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"calcaneus dex","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"articulated ?"
"92","C18","11","3",0.03,2.688,18.104,-4.064,"Bone","4",NA,"GK",0,50,NA,NA,NA,"yes","articulated ?",2016-05-31,"2:11:48 PM","2016","5/31/2016",-4.064,"Bone","4","yes","complete","articulated","3",NA,"3","metapode",NA,NA,NA,NA,NA,NA,"metatarsal and lateral metatarsals dex","Mammalia","Perissodactyla","Equidae","Equus",NA,"Equus","stratified",NA,NA,NA,NA,NA,"articulated ?"
"94","C18","12","0",0.05,2.671,18.218,-4.049,"Bone","4",NA,"GK",0,120,NA,NA,NA,"yes","humerus",2016-05-31,"2:12:30 PM","2016","5/31/2016",-4.049,"Bone","4","yes","complete","isolated","1",NA,"1","humerus","appendicular",NA,"II","BM4",NA,NA,"humerus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"humerus"
"95","C18","13","0",0.1,2.611,18.306,-4.047,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","astragalus artio +",2016-05-31,"2:14:21 PM","2016","5/31/2016",-4.047,"Bone","4","yes","complete","articulated","7",NA,"7","tarsal, sesamoid",NA,NA,NA,NA,NA,NA,"cuboscaphoid, astragalus, tarsals and sesamoids dex (articulates with C18-10)","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"astragalus artio +"
"96","C18","13","1",NA,2.611,18.306,-4.047,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","articulated",2016-05-31,"2:14:21 PM","2016","5/31/2016",-4.047,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,"distal",NA,NA,NA,NA,"tibia dex, distal frag. (articulates with C18-10)","Mammalia","Artiodactyla","Cervidae","indet. (medium-sized)",NA,"Cervidae indet. (medium-sized)","stratified",NA,NA,NA,NA,NA,"astragalus artio +"
"97","C18","14","0",0.1000000015,2.593,18.366,-4.044,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","articulated ?",2016-05-31,"2:15:38 PM","2016","5/31/2016",-4.044,"Bone","4","yes","fragment","articulated","1",NA,"1","tibia",NA,"distal",NA,NA,NA,NA,"tibia dex, distal frag., articulates with TSR-179","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,"yes",NA,NA,NA,NA
"98","C18","14","1",0.1000000015,2.569,18.321,-4.055,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","articulated ?",2016-05-31,"2:16:17 PM","2016","5/31/2016",-4.055,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal",NA,NA,NA,NA,NA,NA,"astragalus dex, articulates with TSR-179","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,NA
"99","C18","14","2",0.1000000015,2.593,18.297,-4.067,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","articulated ?",2016-05-31,"2:16:32 PM","2016","5/31/2016",-4.067,"Bone","4","yes","complete","articulated","1",NA,"1","tarsal","appendicular",NA,NA,NA,NA,NA,"calcaneus dex, articulates with TSR-179","Mammalia","Perissodactyla","Equidae","Equus","sp. (large-sized)","Equus sp. (large-sized)","stratified",NA,NA,NA,NA,NA,NA
"106","C20","2","0",0.04,2.794,20.295,-3.878,"Bone","4","1","Prof.GK",10,130,110,NA,NA,"no","not collected, long bone fragment",2015-06-24,"10:08:12 AM","2015","6/24/2015",-3.878,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, long bone fragment"
"107","C20","4","0",0.0099999998,2.391,20.338,-4.184,"Bone","4","1","Prof.GK",10,170,130,NA,NA,"no","not collected, long bone fragment",2015-06-25,"2:51:33 PM","2015","6/25/2015",-4.184,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone fragment"
"108","C20","5","0",0.0099999998,2.653,20.399,-3.931,"Bone","4","3","NT",8,300,210,NA,NA,"no","not collected, long bone fragment",2015-06-29,"3:03:56 PM","2015","6/29/2015",-3.931,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",210,NA,NA,NA,NA,"not collected, long bone fragment"
"109","C20","6","0",0,2.797,20.347,-4.124,"Bone","4",NA,"NT",NA,NA,80,40,NA,"yes","calcaneus, artiodactile",2016-06-06,"9:32:26 AM","2016","6/6/2016",-4.124,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"calcaneus","Mammalia","Carnivora",NA,NA,NA,"Carnivora","stratified",NA,NA,NA,NA,NA,"calcaneus, artiodactile"
"110","C21","3","0",0.03,2.683,21.059,-3.933,"Bone","4","3","Prof.GK",30,252,NA,NA,NA,"yes","metacarpale, equus",2015-06-24,"1:55:34 PM","2015","6/24/2015",-3.933,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metacarpale, equus"
"111","D13","3","0",0.14,3.689,13.708,-3.362,"Bone","4","1","EM",0,114,260,NA,NA,"no","not collected, rib fragment",2015-06-23,"11:38:37 AM","2015","6/23/2015",-3.362,"Bone","4","no","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",260,NA,NA,NA,NA,"not collected, rib fragment"
"112","D13","6","0",0.4,3.619,13.638,-3.512,"Bone","4","2","EM",NA,NA,NA,NA,NA,"no","not collected, long bone fragment",2015-06-24,"12:35:31 PM","2015","6/24/2015",-3.512,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected, long bone fragment"
"113","D13","7","0",0.5,3.451,13.739,-3.515,"Bone","4","2","EM",0,120,130,NA,NA,"no","not collected, long bone fragment",2015-06-24,"12:39:14 PM","2015","6/24/2015",-3.515,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",130,NA,NA,NA,NA,"not collected, long bone fragment"
"114","D13","8","0",0.27,3.998,13.507,-3.484,"Bone/Tooth","4","2","EM",NA,NA,NA,NA,NA,"yes","mandibula",2015-06-25,"11:05:05 AM","2015","6/25/2015",-3.484,"Bone/Tooth","4","yes","fragment","articulated","1","4","5","mandible","cranial","fragment","II/III","BM4",NA,NA,"mandible frag. sin with p4, m1 (frag.) and m2-m3","Mammalia","Artiodactyla","Bovidae","Bison","sp.","Bison sp.","stratified",NA,NA,NA,NA,NA,"mandibula"
"115","D13","9","0",0.14,3.782,13.947,-3.449,"Bone","4","2","EM",0,170,NA,NA,NA,"yes","long bone fragment",2015-06-25,"12:53:38 PM","2015","6/25/2015",-3.449,"Bone","4","yes","fragment","isolated","1",NA,"1","?scapula",NA,"fragment",NA,NA,NA,NA,"?scapula frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment"
"116","D13","10","0",0.15,3.77,13.905,-3.472,"Bone","4","2","EM",0,40,80,NA,NA,"no","not collected, long bone fragment",2015-06-25,"12:54:51 PM","2015","6/25/2015",-3.472,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",80,NA,NA,NA,NA,"not collected, long bone fragment"
"117","D13","11","0",0.14,3.913,13.86,-3.451,"Bone","4","2","EM",0,40,90,NA,NA,"no","not collected, long bone fragment",2015-06-25,"12:55:33 PM","2015","6/25/2015",-3.451,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"not collected, long bone fragment"
"118","D13","12","0",0.16,3.917,13.921,-3.466,"Bone","4","2","EM",16,120,NA,NA,NA,"yes","astragalus",2015-06-25,"12:56:25 PM","2015","6/25/2015",-3.466,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"astragalus sin","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",NA,NA,NA,NA,NA,"astragalus"
"119","D13","13","0",0.27,3.957,13.836,-3.467,"Bone","4","2","EM",0,110,190,NA,NA,"no","not collected, long bone fragment",2015-06-25,"12:57:26 PM","2015","6/25/2015",-3.467,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",190,NA,NA,NA,NA,"not collected, long bone fragment"
"120","D13","14","0",0.09,3.803,13.77,-3.423,"Bone","4","2","EM",0,30,1100,NA,NA,"yes","long bone",2015-06-26,"10:01:14 AM","2015","6/26/2015",-3.423,"Bone","4","yes","complete","isolated","1",NA,"1","radius/fibula","appendicular",NA,NA,NA,NA,NA,"radius or fibula","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"long bone"
"121","D13","15","0",0.14,3.744,13.725,-3.485,"Bone","4","2","EM",8,82,NA,NA,NA,"yes","metapodium, equus",2015-06-26,"10:03:02 AM","2015","6/26/2015",-3.485,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"metapodium, equus"
"122","D13","16","0",0.12,3.598,13.786,-3.457,"Tooth","4","2","EM",NA,NA,NA,NA,NA,"yes","molar, proboscidae",2015-06-26,"10:04:40 AM","2015","6/26/2015",-3.457,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"deciduous premolar","Mammalia","Proboscidea","Elephantidae",NA,NA,"Elephantidae","stratified",NA,NA,NA,NA,NA,"molar, proboscidae"
"123","D13","17","0",0.14,3.658,13.705,-3.497,"Bone","4","2","EM",NA,NA,NA,NA,NA,"no","vertebra",2015-06-26,"10:05:44 AM","2015","6/26/2015",-3.497,"Bone","4","no","complete","isolated","1",NA,"1","vertebra","axial",NA,"I",NA,NA,NA,"vertebra","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA
"125","D13","22","0",0.3,3.646,13.661,-3.726,"Bone","4",NA,"DK",10,190,240,80,NA,"yes","distal femour",2016-05-30,"2:13:01 PM","2016","5/30/2016",-3.726,"Bone","4","yes","fragment","isolated","1",NA,"1","humerus","appendicular","distal",NA,NA,NA,NA,"humerus, distal frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"distal femour"
"126","D13","23","0",0.5,3.912,13.745,-3.861,"Bone","4",NA,"DK",NA,NA,100,40,NA,"no","not collected, frag",2016-06-01,"2:07:04 PM","2016","6/1/2016",-3.861,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"not collected, frag"
"127","D14","4","0",0.18,3.133,14.11,-3.573,"Tooth","4","1","EM",NA,NA,NA,NA,NA,"yes","molar",2015-06-25,"10:42:36 AM","2015","6/25/2015",-3.573,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper (?juvenile) premolar","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"molar"
"128","D14","5","0",0.14,3.663,14.002,-3.424,"Bone","4","1","EM",2,240,NA,NA,NA,"yes","long bone fragment",2015-06-25,"11:23:24 AM","2015","6/25/2015",-3.424,"Bone","4","yes","fragment","isolated","1",NA,"1","?radius",NA,"proximal",NA,NA,NA,NA,"?radius, proximal frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment"
"129","D14","6","0",0.1400000006,3.356,14.134,-3.455,"Bone","4","1","EM",NA,NA,80,NA,NA,"no","not collected, fragment",2015-06-25,"11:24:32 AM","2015","6/25/2015",-3.455,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",80,NA,NA,NA,NA,"not collected, fragment"
"130","D14","7","0",0.23,3.683,14.032,-3.537,"Tooth","4","1","EM",NA,NA,NA,NA,NA,"yes","molar, carnivore",2015-06-25,"12:13:24 PM","2015","6/25/2015",-3.537,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"M2 dex","Mammalia","Carnivora","Canidae","Canis",NA,"Canis","stratified",NA,NA,NA,NA,NA,"molar, carnivore"
"131","D14","8","0",0.14,3.719,14.229,-3.411,"Bone","4","1","EM",16,180,NA,NA,NA,"yes","long bone fragment",2015-06-25,"12:58:24 PM","2015","6/25/2015",-3.411,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment"
"132","D14","9","0",0.3,3.588,14.054,-3.609,"Tooth","4","1","EM",NA,NA,NA,NA,NA,"yes","upper molar, equus",2015-06-25,"2:24:22 PM","2015","6/25/2015",-3.609,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"upper premolar/molar frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"upper molar, equus"
"133","D14","11","0",0,3.28,14.055,-3.681,"Tooth","4",NA,"DK",NA,NA,NA,NA,NA,"yes","tooth frag",2016-05-30,"12:31:18 PM","2016","5/30/2016",-3.681,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"tooth frag"
"134","D14","12","0",0.2,3.938,14.415,-3.53,"Bone","4",NA,"GK",NA,NA,110,40,NA,"no","not collected, frag",2016-06-10,"12:44:13 PM","2016","6/10/2016",-3.53,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, frag"
